timestamp,close,tick_volume
2025-08-16 17:54:00+00:00,1.0501687147244654,956
2025-08-16 17:55:00+00:00,1.050517673325526,869
2025-08-16 17:56:00+00:00,1.0505692855660143,912
2025-08-16 17:57:00+00:00,1.0507554999587825,862
2025-08-16 17:58:00+00:00,1.050731927390204,996
2025-08-16 17:59:00+00:00,1.0511102216745682,846
2025-08-16 18:00:00+00:00,1.050932480958929,913
2025-08-16 18:01:00+00:00,1.0514056476582336,928
2025-08-16 18:02:00+00:00,1.0513950920842072,918
2025-08-16 18:03:00+00:00,1.0510190146041463,891
2025-08-16 18:04:00+00:00,1.051052674648128,894
2025-08-16 18:05:00+00:00,1.0508737193565871,901
2025-08-16 18:06:00+00:00,1.051094571909832,893
2025-08-16 18:07:00+00:00,1.050923079529296,943
2025-08-16 18:08:00+00:00,1.050805853412379,999
2025-08-16 18:09:00+00:00,1.0503094682972942,874
2025-08-16 18:10:00+00:00,1.050190702894875,838
2025-08-16 18:11:00+00:00,1.0495543190114336,896
2025-08-16 18:12:00+00:00,1.0491387209991125,1016
2025-08-16 18:13:00+00:00,1.0493381661140566,863
2025-08-16 18:14:00+00:00,1.0495443086384093,973
2025-08-16 18:15:00+00:00,1.049655942779044,975
2025-08-16 18:16:00+00:00,1.0494021947152539,875
2025-08-16 18:17:00+00:00,1.0493896776147917,925
2025-08-16 18:18:00+00:00,1.049388732497958,973
2025-08-16 18:19:00+00:00,1.0490848387847176,882
2025-08-16 18:20:00+00:00,1.0494791368759773,890
2025-08-16 18:21:00+00:00,1.0497093302308373,873
2025-08-16 18:22:00+00:00,1.0496513431921084,854
2025-08-16 18:23:00+00:00,1.0496583983813617,870
2025-08-16 18:24:00+00:00,1.0497130810724717,844
2025-08-16 18:25:00+00:00,1.0491772721226051,901
2025-08-16 18:26:00+00:00,1.0491124388996242,865
2025-08-16 18:27:00+00:00,1.0489335693601973,910
2025-08-16 18:28:00+00:00,1.0486709111471668,829
2025-08-16 18:29:00+00:00,1.0485972157221006,914
2025-08-16 18:30:00+00:00,1.0490684779937995,937
2025-08-16 18:31:00+00:00,1.049236550005075,810
2025-08-16 18:32:00+00:00,1.0490867245369062,916
2025-08-16 18:33:00+00:00,1.0492368967855612,955
2025-08-16 18:34:00+00:00,1.0496039606245071,845
2025-08-16 18:35:00+00:00,1.0498465854184351,975
2025-08-16 18:36:00+00:00,1.049862236103497,918
2025-08-16 18:37:00+00:00,1.0496924374804821,868
2025-08-16 18:38:00+00:00,1.0498756674134753,897
2025-08-16 18:39:00+00:00,1.0499789450963846,925
2025-08-16 18:40:00+00:00,1.05021392860459,903
2025-08-16 18:41:00+00:00,1.0503806951728856,924
2025-08-16 18:42:00+00:00,1.05065630265057,858
2025-08-16 18:43:00+00:00,1.0505157155884635,907
2025-08-16 18:44:00+00:00,1.0508617013808563,836
2025-08-16 18:45:00+00:00,1.0509136138450512,894
2025-08-16 18:46:00+00:00,1.0514588438208816,859
2025-08-16 18:47:00+00:00,1.0512776806642856,866
2025-08-16 18:48:00+00:00,1.0517339256644629,955
2025-08-16 18:49:00+00:00,1.0517859630357687,949
2025-08-16 18:50:00+00:00,1.051614674957701,927
2025-08-16 18:51:00+00:00,1.051487459596677,850
2025-08-16 18:52:00+00:00,1.0514032493023564,885
2025-08-16 18:53:00+00:00,1.0515147416659292,954
2025-08-16 18:54:00+00:00,1.051652183971713,906
2025-08-16 18:55:00+00:00,1.0515013507561914,1004
2025-08-16 18:56:00+00:00,1.0514949485345264,917
2025-08-16 18:57:00+00:00,1.0520580951496454,908
2025-08-16 18:58:00+00:00,1.0525124640938517,886
2025-08-16 18:59:00+00:00,1.0526272731190294,906
2025-08-16 19:00:00+00:00,1.0526372739934275,893
2025-08-16 19:01:00+00:00,1.052668861355565,931
2025-08-16 19:02:00+00:00,1.0528303191720088,943
2025-08-16 19:03:00+00:00,1.0525611124162926,864
2025-08-16 19:04:00+00:00,1.0524933862826575,840
2025-08-16 19:05:00+00:00,1.0520543428571043,817
2025-08-16 19:06:00+00:00,1.0521593439620809,922
2025-08-16 19:07:00+00:00,1.0523295822759138,850
2025-08-16 19:08:00+00:00,1.0522024644239056,803
2025-08-16 19:09:00+00:00,1.0526165026117318,917
2025-08-16 19:10:00+00:00,1.052293937320429,1012
2025-08-16 19:11:00+00:00,1.0519086991183269,899
2025-08-16 19:12:00+00:00,1.0519677248234456,937
2025-08-16 19:13:00+00:00,1.052243103228212,903
2025-08-16 19:14:00+00:00,1.05268607855313,895
2025-08-16 19:15:00+00:00,1.0525653132843327,941
2025-08-16 19:16:00+00:00,1.0528491587916762,886
2025-08-16 19:17:00+00:00,1.0528390228892461,912
2025-08-16 19:18:00+00:00,1.0527935856997976,914
2025-08-16 19:19:00+00:00,1.0530261635783291,869
2025-08-16 19:20:00+00:00,1.0531978918428466,944
2025-08-16 19:21:00+00:00,1.052782828618733,892
2025-08-16 19:22:00+00:00,1.0531714477002216,865
2025-08-16 19:23:00+00:00,1.0535348159025733,924
2025-08-16 19:24:00+00:00,1.0533700528811805,859
2025-08-16 19:25:00+00:00,1.0534742847784173,901
2025-08-16 19:26:00+00:00,1.0536043968027053,899
2025-08-16 19:27:00+00:00,1.053673058559156,948
2025-08-16 19:28:00+00:00,1.0535280981305077,921
2025-08-16 19:29:00+00:00,1.0533512046081368,898
2025-08-16 19:30:00+00:00,1.0533444752552716,936
2025-08-16 19:31:00+00:00,1.0536532971636239,962
2025-08-16 19:32:00+00:00,1.0537964886874307,925
2025-08-16 19:33:00+00:00,1.0536988506669782,900
2025-08-16 19:34:00+00:00,1.0539021351780962,840
2025-08-16 19:35:00+00:00,1.0531516138905894,852
2025-08-16 19:36:00+00:00,1.0534540700034216,886
2025-08-16 19:37:00+00:00,1.0529958928631982,872
2025-08-16 19:38:00+00:00,1.0529004806575224,891
2025-08-16 19:39:00+00:00,1.052605755414965,902
2025-08-16 19:40:00+00:00,1.0522650581217718,923
2025-08-16 19:41:00+00:00,1.0525704324884944,896
2025-08-16 19:42:00+00:00,1.0524473603745594,921
2025-08-16 19:43:00+00:00,1.0525385296484813,902
2025-08-16 19:44:00+00:00,1.0525261832192054,811
2025-08-16 19:45:00+00:00,1.0526517077094848,857
2025-08-16 19:46:00+00:00,1.0526719243831884,893
2025-08-16 19:47:00+00:00,1.052334281909787,845
2025-08-16 19:48:00+00:00,1.0525963833417953,926
2025-08-16 19:49:00+00:00,1.0524664517433737,968
2025-08-16 19:50:00+00:00,1.052056889186441,954
2025-08-16 19:51:00+00:00,1.0519442888103263,890
2025-08-16 19:52:00+00:00,1.0523389677329846,967
2025-08-16 19:53:00+00:00,1.0525626481005943,906
2025-08-16 19:54:00+00:00,1.0524709035471298,884
2025-08-16 19:55:00+00:00,1.0523790076542212,872
2025-08-16 19:56:00+00:00,1.0522943871602146,886
2025-08-16 19:57:00+00:00,1.0528407247218765,882
2025-08-16 19:58:00+00:00,1.0529412540214573,907
2025-08-16 19:59:00+00:00,1.053054456169276,907
2025-08-16 20:00:00+00:00,1.0533256923148726,900
2025-08-16 20:01:00+00:00,1.0533885730039347,919
2025-08-16 20:02:00+00:00,1.053320354994851,953
2025-08-16 20:03:00+00:00,1.0532686501716657,942
2025-08-16 20:04:00+00:00,1.0532497963312024,833
2025-08-16 20:05:00+00:00,1.0532399952529465,785
2025-08-16 20:06:00+00:00,1.053431587387218,942
2025-08-16 20:07:00+00:00,1.053445267746454,838
2025-08-16 20:08:00+00:00,1.05363821680203,889
2025-08-16 20:09:00+00:00,1.053616955283647,847
2025-08-16 20:10:00+00:00,1.0536376681260964,818
2025-08-16 20:11:00+00:00,1.053111323248672,924
2025-08-16 20:12:00+00:00,1.053352572011181,934
2025-08-16 20:13:00+00:00,1.053443815642996,874
2025-08-16 20:14:00+00:00,1.053706652537541,783
2025-08-16 20:15:00+00:00,1.0529437016476784,875
2025-08-16 20:16:00+00:00,1.0534934368956983,917
2025-08-16 20:17:00+00:00,1.0534566727064183,833
2025-08-16 20:18:00+00:00,1.0537485283521357,908
2025-08-16 20:19:00+00:00,1.0534745785170525,899
2025-08-16 20:20:00+00:00,1.0536359639498931,926
2025-08-16 20:21:00+00:00,1.0533584848193072,905
2025-08-16 20:22:00+00:00,1.0531942217374783,856
2025-08-16 20:23:00+00:00,1.0536981834280075,953
2025-08-16 20:24:00+00:00,1.0536479530031835,892
2025-08-16 20:25:00+00:00,1.053705227428619,898
2025-08-16 20:26:00+00:00,1.0539344261576298,858
2025-08-16 20:27:00+00:00,1.054065030209169,880
2025-08-16 20:28:00+00:00,1.054104668036118,860
2025-08-16 20:29:00+00:00,1.0542008448102056,892
2025-08-16 20:30:00+00:00,1.0548342654953027,977
2025-08-16 20:31:00+00:00,1.0548190709249408,838
